Your doctor will decide how Abseamed will be injected.	Læknirinn mun ákveða hvernig Abseamed verður sprautað.
Your doctor will decide if ZOSTAVAX should be given.	Læknirinn mun ákveða hvort gefa skuli ZOSTAVAX.
Your doctor will decide on a suitable dose for you.	Læknirinn ákveður hentugan skammt.
Your doctor will decide on the correct dose depending on your body weight.	Læknirinn mun velja rétta skammtinn miðað við líkamsþyngd þína.
Your doctor will decide on the correct dose of Tivicay for you.	Læknirinn mun ákveða réttan skammt af Tivicay fyrir þig.
Your doctor will decide on the correct dose of Tyverb depending on the type of breast cancer being treated.	Læknirinn mun ákveða réttan skammt af Tyverb fyrir þig miðað við þá tegund brjóstakrabbameins sem verið er að meðhöndla.
Your doctor will decide on the dose and schedule of administration, which are most appropriate for you during this course of treatment.	Læknirinn ákveður skammtastærðir og meðferðaráætlun, sem henta þér best.
Your doctor will decide on the dose of Abilify Maintena that is right for you.	Læknirinn ákveður hversu stór skammtur af Abilify Maintena hentar þér.
Your doctor will decide on the requirement and timing for booster doses.	Læknirinn ákveður þörfina fyrir og tímsetningu örvunarskammtanna.
Your doctor will decide on the schedule for follow up examinations.	Læknirinn mun ákveða hversu oft þú þarft að koma í eftirlit.
Your doctor will decide on the schedule for follow up examinations.	Læknirinn mun ákveða tíðni eftirlits.
Your doctor will decide on your starting dose.	Læknirinn ákveður upphafsskammt.
Your doctor will decide the appropriate dose for your child.	Læknirinn mun ákvarða hæfilegan skammt fyrir barnið.
Your doctor will decide the appropriate doses for these other chemotherapy medicines.	Læknirinn mun ákveða viðeigandi skammta hinna krabbameinslyfjanna.
Your doctor will decide the correct dose for you.	Læknirinn mun ákveða réttan skammt fyrir þig.
Your doctor will decide the correct dose of INOmax and will administer INOmax to you or your childs lungs through a system designed for delivering this gas.	Læknir barnsins ákveður hæfilegan skammt af INOmax og gefur þér eða barninu INOmax í lungun með búnaði sem er hannaður til gjafar þessarar lofttegundar.
Your doctor will decide the correct dose of Sialanar.	Læknirinn ákveður réttan skammt af Sialanar.
Your doctor will decide the correct dose of temozolomide for you to take, based on your size (height and weight) and whether you have had chemotherapy treatment.	Læknirinn mun ákveða réttan skammt af temózólómíði fyrir þig, samkvæmt stærð (hæð og líkamsþyngd) og með tilliti til hvort þú hafir verið á krabbameinslyfjameðferð áður.
Your doctor will decide the dose and tell you on which days you should take it.	Læknirinn mun ákveða skammtinn og segja þér á hvaða dögum þú átt að taka það.
Your doctor will decide the dose of ALPROLIX (in International Units or “IU”) you will receive.	Læknirinn mun ákvarða skammtinn af ALPROLIX (í alþjóðlegum einingum eða „IU“).
Your doctor will decide the dose of BeneFIX you will receive.	Læknirinn mun ákveða skammtinn af BeneFIX sem þú færð.
Your doctor will decide the dose of RIXUBIS you will receive.	Læknirinn mun ákveða skammtinn af RIXUBIS sem þú færð.
Your doctor will decide the most appropriate dose based on body surface area (height and weight).	Læknirinn mun ákveða hentugasta skammtinn byggt á líkamsyfirborði (hæð og þyngd).
Your doctor will decide the most appropriate dose based on your childs height and weight (body surface area - measured as square metres or ‘m2).	Læknirinn mun ákveða hentugasta skammtinn byggt á hæð og þyngd barnsins (líkamsyfirborði - mælt í fermetrum, m2).
Your doctor will decide the most appropriate dose based on your childs height and weight (body surface area – measured as square metres or ‘m2).	Læknirinn mun ákveða hentugasta skammtinn byggt á hæð og þyngd barnsins (líkamsyfirborði - mælt í fermetrum, m2).
Your doctor will decide the most appropriate dose based on your childs height and weight (body surface area – measured as square metres or “m2”).	Læknirinn mun ákveða hentugasta skammtinn byggt á hæð og þyngd barnsins (líkamsyfirborði - mælt í fermetrum, m2).
Your doctor will decide the most appropriate dose based on your childs height and weight (body surface area – measured as square metres or “m²”).	Læknirinn mun ákveða hentugasta skammtinn byggt á hæð og þyngd barnsins (líkamsyfirborði - mælt í fermetrum, m2).
Your doctor will decide the right dose based on the childs height and weight.	Læknir mun ákvarða rétta skammtinn fyrir börn út frá hæð og líkamsþyngd barnsins.
Your doctor will decide the right dose based on your childs weight.	Læknirinn mun ákveða réttan skammt á grundvelli þyngdar barnsins.
Your doctor will decide the right dose for you - the dose depends on your weight and height.	Læknirinn mun ákveða rétta skammtastærð fyrir þig – hún fer eftir þyngd þinni og hæð.
Your doctor will decide the right dose for you.	Læknirinn mun ákveða þann skammt sem hentar hverjum og einum.
Your doctor will decide this.	Læknirinn mun taka ákvörðun um þetta.
Your doctor will decide this.	Læknirinn mun ákveða þetta.
Your doctor will decide this.	Læknirinn þinn mun ákveða þetta.
Your doctor will decide to treat you with MIRCERA administered as a single injection once a month.	Læknirinn ákveður þá að meðhöndla með MIRCERA gefið í einni sprautu einu sinni í mánuði.
Your doctor will decide together with you, if your Betaferon treatment will be continued or not.	Læknirinn og þú munið ákveða í sameiningu hvort halda skuli Betaferon meðferð áfram.
Your doctor will decide together with you, if your Betaferon treatment will be continued or not.	Læknirinn og þú ákveðið í sameiningu hvort halda skuli Betaferon meðferð áfram.
Your doctor will decide together with you: how much Tresiba you will need each day when to check your blood sugar level and if you need a higher or lower dose.	Þú munt ákveða í samráði við lækninn: hversu mikið Tresiba þú þarft á degi hverjum hvenær mæla á blóðsykurinn og hvort þú þarft stærri eða minni skammt
Your doctor will decide together with you: how much Tresiba you will need each day when to check your blood sugar level and if you need a higher or lower dose.	Þú munt ákveða í samráði við lækninn: hversu mikið Tresiba þú þarft á degi hverjum. hvenær mæla á blóðsykurinn og hvort þú þarft stærri eða minni skammt.
Your doctor will decide upon the doses you will receive.	Læknirinn mun ákveða skammtastærð.
Your doctor will decide what dose of the medicine is needed and how often, based on your age and body surface area (BSA) which is calculated from your height and weight.	Læknirinn mun ákveða skammtastærð lyfsins og hversu oft það er gefið út frá aldri og líkamsstærð (líkamsyfirborði) sem er reiknað út með hliðsjón af hæð þinni og þyngd.
Your doctor will decide when to give the missed dose.	Læknirinn ákveður hvenær gefa skuli þann skammt sem gleymdist.
Your doctor will decide when to resume your treatment with this medicine if you have cancer that has spread to the brain	Læknirinn ákveður hvenær meðferð með lyfinu hefst á ný ef þú ert með krabbamein sem hefur dreift sér í heila
Your doctor will decide when to resume your treatment with this medicine.	Læknirinn ákveður hvenær meðferð með lyfinu hefst á ný.
Your doctor will decide when to start MabThera injections.	Læknir þinn ákveður hvenær byrjað verður að gefa þér MabThera með inndælingu.
Your doctor will decide when to start Sutent again.	Læknirinn mun ákveða hvenær meðferð með Sutent hefst á ný.
Your doctor will decide when to start Torisel again.	Læknirinn ákveður hvenær þú byrjar aftur að taka Torisel.
Your doctor will decide when to stop the treatment.	Læknirinn ákveður hvenær hætta skal meðferðinni.
Your doctor will decide when to stop your treatment.	Læknirinn ákveður hvenær meðferðin verður stöðvuð.
Your doctor will decide when you need a dose of ZYPREXA Injection.	Læknirinn ákveður hvenær þarf að sprauta þig með ZYPREXA.
Your doctor will decide when you should receive your next dose.	Læknirinn ákveður hvenær þú átt að fá næsta skammt.
Your doctor will decide whether any change in your treatment is needed.	Læknirinn mun ákveða hvort þörf er á að breyta einhverju í meðferðinni.
Your doctor will decide whether or not this treatment is appropriate for you.	Læknirinn mun ákveða hvort þessi meðferð henti þér.
Your doctor will decide whether or not you should be given this medicine.	Læknirinn mun ákveða hvort á að gefa þér þetta lyf eða ekki.
Your doctor will decide whether such pre-treatment is necessary for subsequent doses.	Læknirinn ákveður hvort slík formeðferð er nauðsynleg fyrir síðari skammta.
Your doctor will decide whether to give Vaxelis to your child. is receiving a treatment (such as steroids, chemotherapy or radiotherapy) or has a disease that suppresses or weakens the bodys ability to fight infections.	Læknirinn mun taka ákvörðun um hvort rétt sé að gefa barni þínu Vaxelis. er í meðferð (eins og á barksterum, í krabbameinslyfjameðferð eða í geislameðferð) eða er með sjúkdóm sem bælir eða veikir getu líkamans til að berjast gegn sýkingum.
Your doctor will decide whether to increase your dose to 25 mg once a day.	Læknirinn ákveður hvort skammturinn verði aukinn í 25 mg einu sinni á sólarhring.
Your doctor will decide whether to increase your dose to 300 mg.	Læknirinn ákveður hvort auka eigi skammtinn í 300 mg.
Your doctor will decide whether to recommend that you stop breast-feeding or for you to stop lumacaftor/ivacaftor therapy.	Læknirinn mun ákveða hvort ráðlegt er fyrir þig að hætta brjóstagjöf eða að hætta meðferð með lumacaftori/ivacaftori.
Your doctor will decide whether treatment has to be stopped if skin reactions reappear after several dose reductions.	Læknirinn ákveður hvort hætta þurfi meðferð ef viðbrögð í húð endurtaka sig eftir að skammtar hafa verði minnkaðir nokkrum sinnum.
Your doctor will decide whether treatment has to be stopped.	Læknirinn mun ákveða hvort hætta þurfi meðferð.
Your doctor will decide whether Votrient is suitable for you.	Læknirinn tekur ákvörðun um hvort Votrient hentar þér.
Your doctor will decide whether you can receive Hizentra during your pregnancy or while you are breast-feeding.	Læknirinn mun taka ákvörðun um hvort þú megir fá Hizentra meðan á meðgöngu stendur eða meðan þú ert með barn á brjósti.
Your doctor will decide whether you can receive Privigen during your pregnancy or while you are breast-feeding.	Læknirinn mun taka ákvörðun um hvort þú megir fá Privigen meðan á meðgöngu stendur eða meðan þú ert með barn á brjósti.
Your doctor will decide whether you need any other treatment to control your blood sugar while you have stopped taking Vokanamet.	Læknirinn mun ákveða hvort þú þarft einhverja aðra meðferð til að stjórna blóðsykrinum á meðan þú hættir að taka Vokanamet.
Your doctor will decide whether you need to stop breast-feeding or temporarily stop your medicine.	Læknirinn mun ákveða hvort hætta eigi brjóstagjöf eða stöðva tímabundið lyfjagjöfina.
Your doctor will decide whether you should continue to use REGRANEX.	Læknirinn mun taka ákvörðun um hvort halda eigi áfram meðferð með REGRANEX.
Your doctor will decide whether you should use Doribax in combination with these other medicines.	Læknirinn mun ákveða hvort þú eigir að nota Doribax samhliða þessum lyfjum.
Your doctor will decide whether you should use INVANZ in combination with these other medicines.	Læknirinn mun ákveða hvort þú átt að nota INVANZ samhliða þessum lyfjum.
Your doctor will decide whether you will be given this dose for one or two weeks.	Læknirinn mun ákveða hvort þú færð þennan skammt í eina eða tvær vikur.
Your doctor will decide which is best for you.	Læknirinn ákveður hvað best er að gera.
Your doctor will decide which other medicines you should take with SIRTURO.	Læknirinn ákveður hvaða lyf á að taka samhliða SIRTURO.
Your doctor will decide which strength is best for you.	Læknirinn ákveður hvor styrkleikinn sé betri fyrir þig.
Your doctor will decide with you if you should stop breast-feeding or stop treatment with Adempas.	Læknirinn mun ákveða það í samráði við þig hvort þú skulir hætta brjóstagjöf eða hætta meðferð með Adempas.
Your doctor will decide with you whether Hycamtin therapy is better than further treatment with your initial chemotherapy.	Læknirinn mun ákveða með þér hvort Hycamtin meðferð er betri en áframhaldandi meðferð með upphaflega lyfinu.
Your doctor will decide with you whether Topotecan Hospira therapy is better than further treatment with your initial chemotherapy.	Læknirinn mun ákveða með þér hvort Topotecan Hospira meðferð er betri en áframhaldandi meðferð með upphaflega lyfinu.
Your doctor will decide with you whether treatment should be continued or not.	Læknirinn mun síðan ákveða hvort meðferðinni verði haldið áfram eða ekki.
Your doctor will decide with you whether you should carry on taking TAGRISSO.	Læknirinn ákveður með þér hvort þú átt að halda áfram að nota Tagrisso.
Your doctor will decide your dose of this medicine, depending on your general condition, height and weight.	Læknirinn mun ákveða skammtinn af lyfinu eftir almennu ástandi þínu, hæð og þyngd.
Your doctor will decide your exact starting dose based on which medicines you have been taking previously.	Læknirinn mun ákveða nákvæman upphafsskammt út frá lyfjunum sem þú hefur áður verið að nota.
Your doctor will decide, depending on the severity, if additional monitoring is required during treatment.	Læknirinn ákveður, eftir því hve ofnæmið er alvarlegt, hvort sérstakt eftirlit sé nauðsynlegt meðan á meðferð stendur.
Your doctor will decide, if you should be treated with Eliquis when taking these medicines and how closely you should be monitored.	Læknirinn ákveður meðferð með Eliquis meðan þessi lyf eru notuð og hversu nákvæmt eftirlit á að vera með sjúklingnum.
Your doctor will decide, if you should be treated with Lixiana and if you should be kept under observation.	Læknirinn mun ákveða hvort þú færð Lixiana og hvort haft verði eftirlit með þér.
Your doctor will decide, if you should be treated with this medicine and if you should be kept under closer observation.	Læknirinn mun ákveða hvort þú fáir lyfið og hvort haft verði nánara eftirlit með þér.
Your doctor will decide, if you should be treated with this medicine and if you should be kept under closer observation.	Læknirinn mun ákveða hvort þú færð lyfið og hvort haft verði nánara eftirlit með þér.
Your doctor will decide, if you should be treated with Xarelto and if you should be kept under closer observation.	Læknirinn mun ákveða hvort þú fáir Xarelto og hvort haft verði nánara eftirlit með þér.
Your doctor will decide, if you should be treated with Xarelto and if you should be kept under closer observation.	Læknirinn mun ákveða hvort þú færð lyfið og hvort haft verði nánara eftirlit með þér.
Your doctor will determine how many cycles of treatment you should receive.	Læknirinn ákveður hve margar meðferðarlotur þú munt fá.
Your doctor will determine how much Mycamine you will receive each day.	Læknirinn mun ákveða hve mikið Mycamine þú færð á sólarhring.
Your doctor will determine if Benepali is an appropriate treatment.	Læknirinn mun ákvarða hvort Benepali sé ákjósanleg meðferð.
Your doctor will determine if Cerdelga is suitable for you before you start taking it, using a simple laboratory test.	Læknirinn mun ákvarða hvort Cerdelga sé hentugt fyrir þig áður en þú byrjar að taka það með því að nota einfalt próf.
Your doctor will determine if Enbrel is an appropriate treatment.	Læknirinn mun ákvarða hvort Enbrel sé ákjósanleg meðferð fyrir barnið.
Your doctor will determine if Enbrel is an appropriate treatment.	Læknirinn mun ákvarða hvort Enbrel sé ákjósanleg meðferð.
Your doctor will determine if preventative treatment for chickenpox is appropriate.	Læknirinn mun ákveða hvort beita skuli viðeigandi forvarnarmeðferð við hlaupabólu.
Your doctor will determine if preventive treatment for chickenpox is appropriate.	Læknirinn mun ákveða hvort beita skuli viðeigandi forvarnarmeðferð við hlaupabólu.
Your doctor will determine if you need your dose adjusted, particularly during the first eight weeks of therapy with COMETRIQ.	Læknirinn mun ákveða hvort breyta þarf skammtinum, einkum á fyrstu átta vikum meðferðar með COMETRIQ.
Your doctor will determine if you should also take aspirin, clopidogrel, or both, while taking Zontivity.	Læknirinn mun ákveða hvort þú ættir einnig að taka aspirín, klópídógrel eða bæði á meðan þú tekur Zontivity.
Your doctor will determine if you should continue Simponi treatment. o If you weigh more than 100 kg, the dose might be increased to 100 mg (the content of 1 pre-filled pen) given once a month, on the same date each month.	Læknirinn metur hvort halda eigi áfram meðferð með Simponi. o Ef þú ert þyngri en 100 kg getur verið að skammturinn verði aukinn í 100 mg (innihald 1 áfyllts lyfjapenna), gefinn einu sinni í mánuði á sama degi hvers mánaðar.
Your doctor will determine if you should continue Simponi treatment. o If you weigh more than 100 kg, the dose might be increased to 100 mg (the content of 1 pre-filled syringe) given once a month, on the same date each month.	Læknirinn metur hvort halda eigi áfram meðferð með Simponi. o Ef þú ert þyngri en 100 kg getur verið að skammturinn verði aukinn í 100 mg (innihald 1 áfylltrar sprautu), gefinn einu sinni í mánuði á sama degi hvers mánaðar.
Your doctor will determine if you should continue Simponi treatment. o If you weigh more than 100 kg, the dose might be increased to 100 mg (the content of 2 pre-filled pens) given once a month, on the same date each month.	Læknirinn metur hvort halda eigi áfram meðferð með Simponi. o Ef þú ert þyngri en 100 kg getur verið að skammturinn verði aukinn í 100 mg (innihald 2 áfylltra lyfjapenna), gefinn einu sinni í mánuði á sama degi hvers mánaðar.
Your doctor will determine if you should continue Simponi treatment. o If you weigh more than 100 kg, the dose might be increased to 100 mg (the content of 2 pre-filled syringes) given once a month, on the same date each month.	Læknirinn metur hvort halda eigi áfram meðferð með Simponi. o Ef þú ert þyngri en 100 kg getur verið að skammturinn verði aukinn í 100 mg (innihald 2 áfylltra sprauta), gefinn einu sinni í mánuði á sama degi hvers mánaðar.
Your doctor will determine if you should take Zontivity for more than 24 months.	Læknirinn þinn mun ákveða hvort þú átt að taka Zontivity lengur en í 24 mánuði.
Your doctor will determine the appropriate dose you need to take, as well as if and when you need to stop treatment with Sutent.	Læknirinn mun ákveða hversu stóran skammt þú þarft að taka og hvort og hvenær þú þarft að hætta að taka Sutent.
Your doctor will determine the appropriate infusion rate for you by taking into account your weight and your tolerability to infusion.	Læknirinn mun ákveða viðeigandi innrennslishraða fyrir þig með því að taka tillit til þyngdar þinnar og innrennslisþols.
Your doctor will determine the appropriate strength for you, depending on your condition, your current treatment and your personal risk status.	Læknirinn ákvarðar viðeigandi styrkleika með hliðsjón af ástandi sjúklings, yfirstandandi meðferð og stöðu einstaklingsbundinnar áhættu.
Your doctor will determine the best dose for you.	Læknirinn mun ákvarða hver er besti lyfjaskammturinn fyrir þig.
Your doctor will determine the correct dose for the child and will prescribe an appropriate strength of Enbrel (10 mg, 25 mg or 50 mg).	Læknirinn mun ákveða réttan skammt fyrir barnið og ávísa viðeigandi styrk af Enbrel (10 mg, 25 mg eða 50 mg).
Your doctor will determine the correct dose for you, or the child you are caring for.	Læknirinn mun ákveða rétta skammtinn fyrir þig, eða barnið sem er í þinni umsjá.
Your doctor will determine the correct dose for you.	Læknirinn mun ákveða rétta skammtinn fyrir þig.
Your doctor will determine the dose of Nonafact you need and how frequently you should use it depending on the situation.	Læknirinn mun ákveða skammtinn sem þú þarft af Nonafact og hversu oft þú ættir að nota lyfið eftir aðstæðum.
Your doctor will determine the dose of Votubia you need to take depending on:	Læknirinn mun ákveða skammtinn af Votubia sem þú þarft að nota út frá:
Your doctor will determine the dose suitable to you in order to maintain normal ammonia levels in your blood.	Læknirinn þinn ákveður skammtastærðina sem þér hentar til þess að hafa stjórn á ammóníaki í blóðinu.
Your doctor will determine the duration of your treatment and how much Cancidas you will be given each day.	Læknirinn ákveður tímalengd meðferðarinnar og stærð Cancidas skammts sem þér verður gefinn daglega.
